Sr. No.,Round No,Period,City Name,PIN Code,Gender Of Respondent,Age Group,Category of Respondent,Expectations on prices in next 3 months - General,Expectations on prices in next 3 months - Food products,Expectations on prices in next 3 months - Non food products,Expectations on prices in next 3 months - Household durables,Expectations on prices in next 3 months - Housing,Expectations on prices in next 3 months - Services,Expectations on prices in next 1 year - General,Expectations on prices in next 1 year - Food products,Expectations on prices in next 1 year - Non food products,Expectations on prices in next 1 year - Household durables,Expectations on prices in next 1 year - Housing,Expectations on prices in next 1 year - Services,View on Current Inflation Rate,View on Current Inflation Rate - actual rate for above 16%,View on 3 Months ahead Inflation Rate,View on 3 Months ahead Inflation Rate - actual rate for above 16%,View on 1 Year ahead Inflation Rate,View on 1 Year ahead Inflation Rate - actual rate for above 16%,City_Tier
3765,64,Jul-2021,Kolkata,700006.0,Male,50 to 55 years,Other employees,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase less than current rate,10-11,,10-11,,10-11,,Tier 1
3766,64,Jul-2021,Kolkata,700006.0,Male,25 to 30 years,Daily workers,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase less than current rate,No change in prices,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase less than current rate,Price increase less than current rate,Price increase more than current rate,2-3,,2-3,,4-5,,Tier 1
3767,64,Jul-2021,Kolkata,700006.0,Male,50 to 55 years,Self-Employed,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase less than current rate,Decline in price,Price increase less than current rate,Price increase similar to current rate,8-9,,10-11,,8-9,,Tier 1
3768,64,Jul-2021,Kolkata,700006.0,Male,45 to 50 years,Daily workers,Price increase similar to current rate,Price increase less than current rate,Price increase similar to current rate,Decline in price,Price increase more than current rate,Price increase less than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,5-6,,5-6,,4-5,,Tier 1
3769,64,Jul-2021,Kolkata,700006.0,Female,35 to 40 years,HOMEMAKER,Price increase similar to current rate,Price increase more than current rate,No change in prices,Decline in price,Price increase less than current rate,Price increase similar to current rate,Price increase more than current rate,Decline in price,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase less than current rate,10-11,,10-11,,11-12,,Tier 1
3770,64,Jul-2021,Kolkata,700006.0,Female,45 to 50 years,HOMEMAKER,Price increase similar to current rate,Price increase similar to current rate,Price increase less than current rate,Decline in price,Price increase less than current rate,Price increase similar to current rate,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,Decline in price,Price increase less than current rate,Price increase less than current rate,5-6,,5-6,,4-5,,Tier 1
3771,64,Jul-2021,Kolkata,700006.0,Female,25 to 30 years,HOMEMAKER,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,5-6,,10-11,,>=16,20.0,Tier 1
3772,64,Jul-2021,Kolkata,700006.0,Female,45 to 50 years,HOMEMAKER,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,6-7,,6-7,,5-6,,Tier 1
3773,64,Jul-2021,Kolkata,700006.0,Female,25 to 30 years,HOMEMAKER,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,10-11,,10-11,,15-16,,Tier 1
3774,64,Jul-2021,Kolkata,700006.0,Male,45 to 50 years,Self-Employed,Price increase similar to current rate,Price increase similar to current rate,Price increase less than current rate,No change in prices,Price increase less than current rate,No change in prices,Price increase similar to current rate,Price increase less than current rate,Price increase less than current rate,No change in prices,Price increase less than current rate,Price increase less than current rate,6-7,,6-7,,5-6,,Tier 1
3775,64,Jul-2021,Kolkata,700006.0,Male,45 to 50 years,Other employees,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,7-8,,7-8,,7-8,,Tier 1
3776,64,Jul-2021,Kolkata,700006.0,Male,50 to 55 years,Self-Employed,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Decline in price,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Decline in price,Price increase similar to current rate,8-9,,8-9,,8-9,,Tier 1
3777,64,Jul-2021,Kolkata,700006.0,Male,35 to 40 years,Financial sector employees,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,10-11,,12-13,,No idea,,Tier 1
